name,calories,totalfat,carbs,protein
"Fast Foods, meat and skin and breadin, Breast, Fried Chicken",230,12,6.03 ,23.51
"Lamb, soaked and fried, cooked, testes, imported, New Zealand",125,4.6,0.00 ,21.01
"Lamb, soaked and fried, cooked, brains, imported, New Zealand",154,11,0.00 ,14.03
"Mararine-like, with salt, tub, 60% fat, veetable oil spread",533,60,0.86 ,0.17
"LITTLE CAESARS 14"" Oriinal Round Cheese Pizza, Reular Crust",265,9.5,31.50 ,13.39
"Babyfood, strained, with applesauce and bananas, rice, cereal",80,0.4,17.10 ,1.20
"USDA Commodity, raw, frozen, bulk/coarse round, round, beef",228,17,0.00 ,17.37
"Seeds, without salt, roasted, pumpkin and squash seed kernels",574,49,14.71 ,29.84
"Corn, unprepared, kernels cut off cob, frozen, yellow, sweet",88,0.8,20.71 ,3.02
"Chicken, flour, fried, cooked, skin only, broilers or fryers",502,43,9.34 ,19.09
"Beveraes, Ready-to-Drink, Nutritional Shake, ENSURE, ABBOTT",105,2.5,16.88 ,3.80
"Cheese, low sodium, cheddar or American, pasteurized process",376,31,1.60 ,22.20
"Fish, smoked (Alaska Native), canned, (sockeye), red, salmon",206,7.3,0.00 ,35.19
"Veal, braised, cooked, thymus, variety meats and by-products",125,3.1,0.00 ,22.67
"Veal, braised, cooked, spleen, variety meats and by-products",129,2.9,0.00 ,24.08
"Lamb, braised, cooked, spleen, variety meats and by-products",156,4.8,0.00 ,26.46
"Cookies, with creme fillin, chocolate sandwich, luten-free",474,18,76.03 ,2.19
"Chicken, stewed, cooked, meat only, back, broilers or fryers",209,11,0.00 ,25.31
"Beans, solids and liquids, reular pack, canned, reen, snap",15,0.2,3.27 ,0.72
"Cereals ready-to-eat, chocolate-flavored frosted puffed corn",405,3.5,87.20 ,3.34
"Beans, with salt, boiled, cooked, mature seeds, black turtle",130,0.4,24.35 ,8.18
"USDA Commodity, unheated, cooked, boneless, ham, cured, pork",133,6.2,0.69 ,17.44
"Puddins, prepared with 2% milk, instant, dry mix, chocolate",105,1.9,18.89 ,3.15
"Soybeans, with salt, steamed, cooked, sprouted, mature seeds",81,4.5,6.53 ,8.47
"Puddins, prepared with whole milk, instant, dry mix, banana",115,2.8,19.76 ,2.62
"Chicken, fried, cooked, meat only, thih, broilers or fryers",218,10,1.18 ,28.18
"Peppers, without salt, drained, boiled, cooked, reen, sweet",28,0.2,6.70 ,0.92
"Shortenin industrial, soybean (hydroenated) and cottonseed",884,100,0.00 ,0.00
"Cookies, plain or honey (includes cinnamon), raham crackers",430,11,77.66 ,6.69
"Rice, dry, enriched, precooked or instant, lon-rain, white",380,0.9,82.32 ,7.82
"rapefruit, solids and liquids, water pack, canned, sections",36,0.1,9.15 ,0.58
"Nuts, raw (liquid expressed from rated meat), coconut cream",330,35,6.65 ,3.63
"Cereals, dry, enriched, reular and quick, white, corn rits",370,1.8,79.09 ,7.65
"Cereals ready-to-eat, Dulce De Leche CHEERIOS, ENERAL MILLS",378,5.7,82.00 ,6.50
"Cereals ready-to-eat, APPLE CINNAMON CHEERIOS, ENERAL MILLS",386,6.1,79.90 ,8.30
"Wheat flour, calcium-fortified, enriched, all-purpose, white",364,1,76.31 ,10.33
"Frostins, prepared with mararine, dry mix, creamy, vanilla",413,13,74.28 ,0.34
"Cookies, reduced fat, with creme fillin, chocolate sandwich",436,13,76.17 ,2.94
"Restaurant, spahetti with pomodoro sauce (no meat), Italian",104,1.9,17.77 ,3.90
"Cereals ready-to-eat, RAISIN BRAN CRUNCH, KELLO'S, KELLO",354,1.8,84.90 ,6.59
"CAMPBELL'S CHUNKY Soups, Hearty Chicken with Veetables Soup",45,0.8,6.94 ,2.45
"HOT POCKETS, frozen, meatballs & mozzarella stuffed sandwich",253,10,30.45 ,9.32
"Squash, with salt, boiled, cooked, frozen, butternut, winter",39,0.1,10.04 ,1.23
"Beef, braised, cooked, spleen, variety meats and by-products",145,4.2,0.00 ,25.10
"Beef, braised, cooked, thymus, variety meats and by-products",319,25,0.00 ,21.85
"Cereals ready-to-eat, RAISIN VINEYARD, KASHI ORANIC PROMISE",342,0.8,79.90 ,8.69
"Candies, TWIX chocolate fude cookie bars, MARS SNACKFOOD US",550,33,56.00 ,7.30
"Lamb, soaked and fried, cooked, liver, imported, New Zealand",168,6.6,1.48 ,25.80
"Snacks, cheese-flavor, puffs or twists, extruded, corn-based",560,36,53.53 ,5.85
"Cereals, dry, maple and brown suar, Instant Oatmeal, QUAKER",368,4.6,76.91 ,9.20
"DIIORNO Pizza, baked, frozen, risin crust, supreme toppin",255,11,27.93 ,11.74
"Beans, solids and liquids, canned, mature seeds, red, kidney",81,0.4,14.83 ,5.22
"Pokeberry shoots, with salt, drained, boiled, cooked, (poke)",20,0.4,3.10 ,2.30
"Pickles, sweet (includes bread and butter pickles), cucumber",91,0.4,21.15 ,0.58
"Biscuits, lower fat, refrierated douh, plain or buttermilk",270,7.8,43.70 ,6.70
"Brussels sprouts, with salt, drained, boiled, cooked, frozen",42,0.4,8.32 ,3.64
"Broccoli, with salt, drained, boiled, cooked, spears, frozen",28,0.1,5.35 ,3.10
"Onions, without salt, drained, boiled, cooked, whole, frozen",28,0.1,6.70 ,0.71
"MARY'S ONE CRACKERS, Oranic luten Free, Oriinal Crackers",446,16,64.29 ,12.06
"Beef, simmered, cooked, tripe, variety meats and by-products",94,4.1,1.99 ,11.71
"Babyfood, junior, with applesauce and bananas, mixed, cereal",83,0.4,18.40 ,1.20
"Fast Foods, meat and skin and breadin, Thih, Fried Chicken",274,18,8.68 ,19.23
"KELLO'S, Frosted Confetti Cake Toaster Pastries, POP-TARTS",375,7.4,73.00 ,4.40
"KELLO'S, Frosted Cinnamon Roll Toaster Pastries, POP-TARTS",416,14,67.80 ,4.70
"KELLO'S, Frosted Apple Strudel Toaster Pastries, POP-TARTS",395,11,70.50 ,4.40
"Mararine-like spread with yourt, with salt, stick, 70% fat",630,70,0.50 ,0.30
"Beef, broiled, cooked, patty, 95% lean meat / 5% fat, round",174,6.8,0.00 ,26.29
"Cheese, lare or small curd, dry, uncreamed, nonfat, cottae",72,0.3,6.66 ,10.34
"Nuts, with salt added, with peanuts, oil roasted, mixed nuts",607,54,21.05 ,20.04
"Nuts, with salt added, with peanuts, dry roasted, mixed nuts",594,51,25.35 ,17.30
"Cereals, dry, Creamy TRULY VANILLA, KASHI O LEAN Hot Cereal",360,5.3,61.09 ,22.29
"Crackers, with cheese fillin, sandwich, standard snack-type",477,21,61.70 ,9.30
"KEEBLER, Sandies Shortbread Cookies, 100 Calorie RIHT BITES",468,17,73.90 ,5.20
"MORNINSTAR FARMS Breakfast Bacon Strips, unprepared, frozen",346,27,14.30 ,12.40
"Veal, braised, cooked, tonue, variety meats and by-products",202,10,0.00 ,25.85
"Lamb, braised, cooked, tonue, variety meats and by-products",275,20,0.00 ,21.57
"Elk, raw (Shoshone Bannock), eye of round, roast, free rane",98,2.1,0.00 ,19.74
"Buffalo, raw (Shoshone Bannock), top round steak, free rane",97,1.3,0.00 ,21.44
"Beveraes, bottled, Cranberry-Apple Juice Drink, OCEAN SPRAY",56,0,13.68 ,0.29
"Chicken, roasted, cooked, meat only, le, broilers or fryers",174,7.8,0.00 ,24.22
"Beveraes, prepared with distilled water, brewed, black, tea",1,0,0.30 ,0.00
"ENERAL MILLS, dry, BETTY CROCKER SUPERMOIST Yellow Cake Mix",413,8.1,81.30 ,3.80
"Fast foods, and sausae, cheese, with e, breakfast burrito",277,16,22.97 ,11.10
"Potatoes, whole milk and butter added, home-prepared, mashed",113,4.2,16.81 ,1.86
"Mushrooms, rilled, exposed to ultraviolet liht, portabella",29,0.6,4.44 ,3.28
"Puddins, prepared with whole milk, reular, dry mix, banana",111,2.9,18.44 ,2.74
"Sauce, low sodium, ready-to-serve, spahetti/marinara, pasta",51,1.5,8.06 ,1.41
"Fish, dry heat, cooked, flatfish (flounder and sole species)",86,2.4,0.00 ,15.24
"Salami, 50% less sodium, sliced, dry, pork and beef, Italian",350,26,6.40 ,21.80
"Cereals ready-to-eat, Cinnamon Burst CHEERIOS, ENERAL MILLS",375,6.1,83.20 ,6.30
"Restaurant, from kids' menu, macaroni & cheese, family style",151,6.1,18.80 ,5.42
"Chicken, stewed, cooked, meat only, win, broilers or fryers",181,7.2,0.00 ,27.18
"Beef, broiled, cooked, patty, 97% lean meat / 3% fat, round",153,4.5,0.00 ,26.36
"Beef, broiled, cooked, patty, 93% lean meat / 7% fat, round",193,8.9,0.00 ,26.22
"rapefruit, solids and liquids, juice pack, canned, sections",37,0.1,9.21 ,0.70
"Nuts, without salt added, dry roasted, hazelnuts or filberts",646,62,17.60 ,15.03
"Cereals ready-to-eat, KELLO'S SPECIAL K Blueberry, KELLO",363,1.5,86.30 ,6.90
"MORNINSTAR FARMS Mediterranean Chickpea, unprepared, frozen",200,6.5,19.80 ,15.50
"Fish, raw (may have been previously frozen), Alaska, pollock",56,0.4,0.00 ,12.19
"CARRABBA'S ITALIAN RILL, cheese ravioli with marinara sauce",156,6,17.62 ,7.96
"Puddins, prepared with 2% milk, reular, dry mix, chocolate",111,2.1,19.76 ,3.28
"Tofu, prepared with calcium sulfate, dried-frozen (koyadofu)",470,30,8.30 ,52.43
"Beef, raw, separable lean only, flank, imported, New Zealand",142,6.7,0.00 ,20.53
"Cereals ready-to-eat, KELLO'S SPECIAL K Chocolatey Deliht",381,7.3,81.20 ,6.50
"Veal, roasted, cooked, separable lean and fat, arm, shoulder",183,8.3,0.00 ,25.46
"Veal, braised, cooked, separable lean and fat, arm, shoulder",236,10,0.00 ,33.63
"Beef, simmered, cooked, heart, variety meats and by-products",165,4.7,0.15 ,28.48
"Beef, simmered, cooked, brain, variety meats and by-products",151,11,1.48 ,11.67
"Soup, ready-to-serve, canned, reduced sodium, chicken noodle",41,1.3,3.84 ,3.29
"Milk, with added vitamin A and vitamin D, 2% fat, evaporated",107,2,15.74 ,6.67
"Turkey, roasted, cooked, meat and skin, dark meat from whole",206,10,0.07 ,27.27
"Peas and carrots, with salt, drained, boiled, cooked, frozen",48,0.4,10.12 ,3.09
"Soup, prepared with equal volume milk, canned, tomato bisque",79,2.6,11.73 ,2.51
"Cookie, and chocolate coatin, coconut, vanilla with caramel",489,26,64.10 ,3.50
"Cereals, hih fiber, Cinnamon Swirl, Instant Oatmeal, QUAKER",366,4.8,75.67 ,8.79
"Fast Foods, Skin and breadin from all pieces, Fried Chicken",398,29,19.56 ,14.11
"Beveraes, frozen, concentrated, non-alcoholic, Cocktail mix",287,0,71.60 ,0.08
"Pork, unheated, extra lean and reular, boneless, ham, cured",162,8.4,2.28 ,18.26
"CAMPBELL'S Red and White, condensed, Cream of Asparaus Soup",89,5.7,7.26 ,1.61
"Babyfood, prepared with whole milk, with honey, rice, cereal",115,3.3,17.10 ,3.90
"Potsticker or wonton, unprepared, frozen, pork and veetable",136,5.5,13.28 ,8.28
"Cowpeas, without salt, boiled, cooked, mature seeds, catjan",117,0.7,20.32 ,8.13
"Turkey, roasted, cooked, meat and skin, breast, retail parts",164,5.3,0.05 ,29.01
"Fish, batter-dipped and fried, cooked, mixed species, shark",228,14,6.39 ,18.62
"Apricots, solids and liquids, with skin, water pack, canned",27,0.2,6.39 ,0.71
"Apricots, solids and liquids, with skin, juice pack, canned",48,0,12.34 ,0.63
"Mararine-like, without salt, 20% fat, veetable oil spread",175,20,0.40 ,0.00
"Beveraes, Hi-C Flashin' Fruit Punch, The COCA-COLA company",45,0,12.50 ,0.00
"KELLO'S, Frosted Orane Cream Toaster Pastries, POP-TARTS",401,12,70.60 ,3.90
"KELLO'S, Frosted Sprin Berry Toaster Pastries, POP-TARTS",390,9.6,72.30 ,4.00
"KELLO'S, Frosted Suar Cookie Toaster Pastries, POP-TARTS",393,11,70.20 ,4.50
"Oil, all purpose, soy ( partially hydroenated), industrial",884,100,0.00 ,0.00
"Fast foods, with cone, soft-serve ice cream, liht, vanilla",163,4.9,26.36 ,4.24
"Pork, raw, separable lean only, arm picnic, shoulder, fresh",120,3.8,0.00 ,20.26
"Snacks, French onion flavor, multirain, SUNCHIPS, FRITOLAY",496,22,65.49 ,8.68
"CAMPBELL'S Red and White, condensed, Chicken NOODLEO's Soup",71,2,11.90 ,2.38
"Plums, solids and liquids, liht syrup pack, purple, canned",63,0.1,16.28 ,0.37
"Plums, solids and liquids, heavy syrup pack, purple, canned",89,0.1,23.24 ,0.36
"Fish, brined (Alaska Native), smoked, chinook, kin, salmon",430,30,0.00 ,39.90
"Chicken, fried, cooked, meat only, back, broilers or fryers",288,15,5.68 ,29.99
"Beans, with salt, boiled, cooked, mature seeds, red, kidney",127,0.5,22.80 ,8.67
"Fast foods, and sausae, cheese, e, riddle cake sandwich",291,18,22.04 ,10.77
"Pork, raw, separable lean only, rump half, le (ham), fresh",120,2.9,0.00 ,21.81
"Beef, braised, cooked, luns, variety meats and by-products",120,3.7,0.00 ,20.40
"Beef, braised, cooked, liver, variety meats and by-products",191,5.3,5.13 ,29.08
"Sausae, with cheddar cheese, sticks, pork and beef, summer",426,38,1.82 ,19.43
"Fast foods, with condiments, sinle patty, lare, hamburer",256,12,22.14 ,15.68
"PREO Pasta, ready-to-serve, Oranic Mushroom Italian Sauce",72,2.4,10.40 ,1.60
"ARDENBURER Black Bean Chipotle Burer, unprepared, frozen",133,3.9,22.00 ,6.50
"Soup, ready-to-serve, chunky style, canned, beef stroanoff",98,4.6,9.00 ,5.10
"Infant formula, powder, with iron, OOD START 2 SOY, ERBER",501,26,55.60 ,12.50
"Beveraes, powder, cereal rain beverae, coffee substitute",360,2.5,78.42 ,6.01
"Soup, canned, ready-to-serve, low sodium, cream of mushroom",53,3.7,4.53 ,1.00
"Squash, without salt, mashed, boiled, cooked, acorn, winter",34,0.1,8.79 ,0.67
"Nuts, lihtly salted, with peanuts, oil roasted, mixed nuts",607,54,21.05 ,20.04
"Cookies, animal crackers (includes arrowroot, tea biscuits)",446,14,74.10 ,6.90
"Turkey breast, luncheon meat, prepackaed or deli, low salt",109,0.8,3.51 ,21.81
"Lamb, braised, cooked, heart, variety meats and by-products",185,7.9,1.93 ,24.97
"Veal, braised, cooked, heart, variety meats and by-products",186,6.8,0.13 ,29.12
"Cereals, Blueberry Mini SPOONERS, MALT-O-MEAL, ready-to-eat",350,1.9,79.40 ,8.81
"Potatoes, home-prepared from recipe usin butter, au ratin",132,7.6,11.27 ,5.06
"Potatoes, dry form, flakes without milk, dehydrated, mashed",354,0.4,81.17 ,8.34
"Candies, prepared-from-recipe, chocolate marshmallow, fude",453,17,71.34 ,2.26
"Beans, with salt, boiled, cooked, mature seeds, small white",142,0.6,25.81 ,8.97
"Pancakes plain, ready-to-heat (includes buttermilk), frozen",233,6.8,37.75 ,5.23
"Cereals ready-to-eat, KELLO'S CRACKLIN' OAT BRAN, KELLO",395,14,70.30 ,9.20
"Milk, with added vitamin A and vitamin D, lowfat, chocolate",62,1,9.86 ,3.46
"Potatoes, unprepared, with butter sauce, frozen, hash brown",135,6.7,18.28 ,1.87
"Babyfood, junior, veetables and noodles and turkey, dinner",52,1.5,7.60 ,1.80
"Alcoholic beverae, Pinot ris (riio), white, table, wine",83,0,2.06 ,0.07
"Fluid replacement, electrolyte solution (include PEDIALYTE)",10,0,2.45 ,0.00
"CAMPBELL'S Red and White, condensed, Chicken and Stars Soup",56,1.6,8.73 ,2.38
"MORNINSTAR FARMS arden Veie Nuets, unprepared, frozen",197,12,16.90 ,9.60
"MORNINSTAR FARMS Parmesan arlic Wins, unprepared, frozen",227,8.6,24.10 ,14.20
"MORNINSTAR FARMS Tuscan reens & Beans, unprepared, frozen",112,6.3,11.70 ,5.90
"CAMPBELL'S CHUNKY Soups, Beef with White and Wild Rice Soup",57,0.6,9.80 ,3.27
"Tanerines, drained, juice pack, canned, (mandarin oranes)",38,0,9.41 ,0.75
"Corn with red and reen peppers, solids and liquids, canned",75,0.6,18.17 ,2.33
"School Lunch, frozen, TONY'S Breakfast Pizza Sausae, pizza",240,10,26.99 ,10.39
"Snacks, reduced fat, made from dried potatoes, potato chips",502,26,64.76 ,4.56
"Cereals ready-to-eat, baed cereal, Shredded Wheat, QUAKER",348,2,81.01 ,11.24
"Turkey, roasted, cooked, meat and skin, breast, all classes",189,7.4,0.00 ,28.71
"Squash, with salt, drained, boiled, cooked, scallop, summer",16,0.2,3.30 ,1.03
"Cereals ready-to-eat, ISLAND VANILLA, KASHI ORANIC PROMISE",350,1.9,80.80 ,10.70
"Veal, braised, cooked, separable lean only, blade, shoulder",198,6.5,0.00 ,32.66
"Veal, roasted, cooked, separable lean only, blade, shoulder",171,6.9,0.00 ,25.64
"KEEBLER, Soft 'n Chewy Chocolate Chip Cookies, CHIPS DELUXE",464,21,67.40 ,4.20
"Onions, with salt, drained, boiled, cooked, chopped, frozen",26,0.1,6.00 ,0.77
"CAMPBELL'S Red and White, condensed, Manhattan Clam Chowder",48,0.4,9.52 ,1.59
"PREO Pasta, ready-to-serve, Heart Smart- Traditional Sauce",54,1.2,10.00 ,1.54
"Pineapple juice, undiluted, unsweetened, frozen concentrate",179,0.1,44.30 ,1.30
"ame meat, broiled, cooked, separable lean only, round, elk",156,2.6,0.00 ,30.94
"Salad dressin, without salt, reduced fat, italian dressin",76,6.4,4.57 ,0.47
"Sweeteners, contains suar and sucralose, brown, for bakin",388,0,97.11 ,0.00
"Chicken, raw, meat and skin, liht meat, broilers or fryers",186,11,0.00 ,20.27
"Salad dressin, low calorie, mayonnaise and mayonnaise-type",263,19,23.90 ,0.90
"Babyfood, junior, veetables and dumplins and beef, dinner",48,0.8,8.00 ,2.10
"Mararine-like, with salt, tub, veetable oil-butter spread",362,40,1.00 ,1.00
"Chicken, roasted, cooked, meat and skin, broilers or fryers",239,14,0.00 ,27.30
"Cereals ready-to-eat, CHOCOLATE LUCKY CHARMS, ENERAL MILLS",381,4.4,84.40 ,5.59
"Turkey, roasted, cooked, meat only, drumstick, retail parts",173,6.5,0.00 ,28.61
"Fast Foods, meat and skin and breadin, Win, Fried Chicken",310,20,11.19 ,21.14
"Seal, in oil (Alaska Native), dried, meat, bearded (Ooruk)",367,25,0.00 ,35.31
"Cereals, dry, Cranberry Almond, KELLO'S SPECIAL K NOURISH",361,8.4,63.29 ,15.00
"Frostins, prepared with butter, dry mix, creamy, chocolate",408,13,71.80 ,1.11
"Cereals ready-to-eat, KELLO'S ALL-BRAN BRAN BUDS, KELLO",257,2.5,81.00 ,8.90
"Lamb, braised, cooked, luns, variety meats and by-products",113,3.1,0.00 ,19.88
"Lamb, braised, cooked, liver, variety meats and by-products",220,8.8,2.53 ,30.57
"Veal, braised, cooked, liver, variety meats and by-products",192,6.3,3.77 ,28.42
"Veal, braised, cooked, luns, variety meats and by-products",104,2.6,0.00 ,18.74
"KEEBLER, Chocolate Chip & Pecan Shortbread Cookies, SANDIES",546,32,59.20 ,5.60
"CAMPBELL'S Red and White - Microwaveable Bowls, Tomato Soup",44,0,9.80 ,1.22
"Turkey and pork sausae, cooked, patty or link, bulk, fresh",307,23,0.70 ,22.70
"Beveraes, 3-2-1 Plan, powder, SLIMFAST Shake Mix, UNILEVER",448,13,73.92 ,8.13
"Seeds, with salt added, oil roasted, sunflower seed kernels",592,51,22.89 ,20.06
"Chicken, fried, cooked, meat only, neck, broilers or fryers",229,12,1.77 ,26.87
"Seeds, with salt added, dry roasted, sunflower seed kernels",582,50,24.07 ,19.33
"Babyfood, junior, bananas and pineapple with tapioca, fruit",68,0.1,18.40 ,0.20
"KASHI Pizza, unprepared, frozen, sinle serve, Tikka Masala",191,5.9,29.50 ,10.20
"Lamb, braised, cooked, brain, variety meats and by-products",145,10,0.00 ,12.55
"Veal, braised, cooked, brain, variety meats and by-products",136,9.6,0.00 ,11.48
"Babyfood, strained, noodles and chicken, veetables, dinner",63,2.5,7.90 ,2.00
"Corn, unprepared, kernels cut off cob, frozen, white, sweet",88,0.8,20.73 ,3.02
"MORNINSTAR FARMS arden Veie Patties, unprepared, frozen",176,5.5,13.70 ,17.80
"Pie crust, unenriched, ready-to-bake, frozen, standard-type",457,29,44.10 ,3.90
"Cereals ready-to-eat, Berry Fruitful, KASHI ORANIC PROMISE",318,1.3,76.20 ,10.70
"Beans, drained solids, canned, sprouted, mature seeds, mun",12,0.1,2.14 ,1.40
"Chicken, fried, cooked, meat only, win, broilers or fryers",211,9.2,0.00 ,30.15
"Fast foods, with condiments, triple patty, lare, hamburer",267,16,11.04 ,19.30
"Frozen novelties, with low calorie sweetener, pop, ice type",24,0,5.92 ,0.00
"MORNINSTAR FARMS Chik Patties Oriinal, unprepared, frozen",197,9.1,20.50 ,11.20
"Soup, prepared with equal volume water, canned, oyster stew",24,1.6,1.69 ,0.87
"Cereals ready-to-eat, Maple Brown Suar LIFE Cereal, QUAKER",373,4.1,78.86 ,9.17
"SUBWAY, cold cut sub on white bread with lettuce and tomato",214,10,20.43 ,10.52
"Veal, roasted, cooked, separable lean only, le (top round)",150,3.4,0.00 ,28.07
"Veal, braised, cooked, separable lean only, le (top round)",203,5.1,0.00 ,36.71
"Soup, prepared with equal volume water, canned, tomato rice",47,1.1,8.54 ,0.82
"Beef, raw, separable lean only, flat, imported, New Zealand",154,7.7,0.00 ,21.30
"Mollusks, breaded and fried, cooked, mixed species, scallop",216,11,10.13 ,18.07
"Turkey, roasted, cooked, meat and skin, thih, retail parts",183,9.5,0.41 ,23.95
"Beef macaroni with tomato sauce, reduced fat, frozen entree",113,2,17.99 ,5.89
"Soup, prepared with equal volume water, canned, beef noodle",34,1.2,3.58 ,1.93
"Beveraes, without caffeine, lemon-lime, SPRITE, carbonated",40,0,10.14 ,0.05
"Peaches, solids and liquids, extra heavy syrup pack, canned",96,0,26.06 ,0.47
"Peas and onions, with salt, drained, boiled, cooked, frozen",45,0.2,8.63 ,2.54
"Peas and carrots, solids and liquids, no salt added, canned",38,0.3,8.48 ,2.17
